-4059711.2153238002	  inf
-3636470.1645889026	1.04254e-01
-3617210.8020255445	5.29617e-03
-3586904.2363513177	8.37844e-03
-3557536.1810420346	8.18758e-03
-3534718.9651519218	6.41377e-03
-3517577.8760009459	4.84935e-03
-3505483.1092001181	3.43838e-03
-3497109.3251754390	2.38877e-03
-3491143.2589362804	1.70600e-03
-3487343.5908509828	1.08837e-03
-3484944.7585201375	6.87868e-04
-3483409.2618906335	4.40609e-04
-3482172.4334552814	3.55063e-04
-3481179.3884355403	2.85180e-04
-3480428.6385194999	2.15660e-04
-3479754.1542056715	1.93793e-04
-3479063.6422148789	1.98437e-04
-3478393.5950524178	1.92594e-04
-3477761.2207658533	1.81801e-04
-3477281.9178705239	1.37819e-04
-3476939.4120316152	9.84982e-05
